id,vendor_id,pickup_datetime,passenger_count,pickup_point,dropoff_point,store_and_fwd_flag
id1751448,2,2016-06-30 06:39:19,1,-73.857757568359375;40.711620330810547,-73.853622436523438;40.739528656005859,N
id1048260,2,2016-06-30 06:38:48,1,-73.97039794921875;40.793899536132812,-73.965858459472656;40.795139312744141,N
id1259824,2,2016-06-30 06:38:25,2,-73.961952209472656;40.763668060302734,-74.006088256835937;40.709991455078125,N
id2893817,2,2016-06-30 06:38:16,2,-74.005653381347656;40.736808776855469,-73.994560241699219;40.750640869140625,N
id3720441,2,2016-06-30 06:36:23,5,-73.991050720214844;40.700820922851562,-73.975410461425781;40.755229949951172,N
id1523252,2,2016-06-30 06:36:16,1,-73.994209289550781;40.751010894775391,-73.973770141601562;40.758029937744141,N
id2061069,1,2016-06-30 06:35:42,1,-73.994026184082031;40.751125335693359,-73.955268859863281;40.764694213867188,N
id2128166,2,2016-06-30 06:35:14,5,-73.782089233398437;40.644790649414062,-73.781280517578125;40.645061492919922,N
id1421368,2,2016-06-30 06:34:43,6,-73.976295471191406;40.751953125,-73.976547241210937;40.743827819824219,N
id1203158,2,2016-06-30 06:33:45,1,-73.976066589355469;40.730819702148437,-73.861213684082031;40.76788330078125,N
id1695681,1,2016-06-30 06:33:27,1,-74.009864807128906;40.707492828369141,-74.009536743164062;40.714302062988281,N
id2827964,1,2016-06-30 06:32:56,1,-74.006675720214844;40.731048583984375,-73.980216979980469;40.760517120361328,N
id1791107,1,2016-06-30 06:31:41,1,-73.971778869628906;40.757049560546875,-73.9515380859375;40.774513244628906,N
id3592015,2,2016-06-30 06:31:18,1,-73.995903015136719;40.758861541748047,-73.974273681640625;40.754070281982422,N
id2533552,2,2016-06-30 06:29:21,1,-73.954193115234375;40.770351409912109,-73.954017639160156;40.778961181640625,N
id1326212,1,2016-06-30 06:28:24,1,-73.963050842285156;40.770782470703125,-73.961799621582031;40.764801025390625,N
id3565698,1,2016-06-30 06:27:46,1,-74.00250244140625;40.739906311035156,-73.984626770019531;40.754234313964844,N
id2272989,1,2016-06-30 06:27:33,1,-74.007621765136719;40.732257843017578,-73.871124267578125;40.774078369140625,N
id3457267,2,2016-06-30 06:26:55,6,-73.990531921386719;40.756099700927734,-73.979927062988281;40.761020660400391,N
id2251984,1,2016-06-30 06:26:31,1,-73.967277526855469;40.766178131103516,-73.969062805175781;40.768264770507813,N
id0678644,2,2016-06-30 06:26:14,2,-73.985160827636719;40.748519897460938,-73.998680114746094;40.755619049072266,N
id3324379,2,2016-06-30 06:26:06,1,-73.954879760742187;40.780162811279297,-73.951911926269531;40.784446716308594,N
id2343913,1,2016-06-30 06:25:53,1,-73.967109680175781;40.669933319091797,-73.979637145996094;40.687053680419922,N
id2865545,1,2016-06-30 06:25:31,1,-73.972015380859375;40.757129669189453,-73.95257568359375;40.789554595947266,N
id2770606,2,2016-06-30 06:24:57,6,-73.966064453125;40.762897491455078,-73.990379333496094;40.737197875976563,N
id1862564,2,2016-06-30 06:24:02,3,-74.005180358886719;40.737178802490234,-73.969940185546875;40.755245208740234,N
id2080679,2,2016-06-30 06:23:17,6,-73.990341186523438;40.756515502929687,-73.990119934082031;40.769813537597656,N
id0859664,2,2016-06-30 06:22:56,1,-73.951400756835938;40.778491973876953,-73.961479187011719;40.766010284423828,N
id1878165,2,2016-06-30 06:22:28,1,-73.981483459472656;40.746868133544922,-74.013236999511719;40.716850280761719,N
id1023452,1,2016-06-30 06:20:54,1,-73.998115539550781;40.735557556152344,-73.977096557617187;40.759326934814453,N
id1692955,1,2016-06-30 06:20:42,1,-73.978965759277344;40.736320495605469,-73.980644226074219;40.760913848876953,N
id1568841,2,2016-06-30 06:19:16,5,-74.007591247558594;40.740951538085938,-73.99462890625;40.75048828125,N
id2869987,2,2016-06-30 06:19:07,5,-73.959396362304688;40.782989501953125,-73.945709228515625;40.779529571533203,N
id2132864,1,2016-06-30 06:18:48,2,-73.990699768066406;40.7559814453125,-73.97650146484375;40.757133483886719,N
id3493648,1,2016-06-30 06:18:48,1,-73.981193542480469;40.744384765625,-73.863525390625;40.768863677978516,N
id2919732,2,2016-06-30 06:18:02,1,-73.972930908203125;40.756088256835937,-74.013526916503906;40.709541320800781,N
id1563500,2,2016-06-30 06:17:40,1,-73.950340270996094;40.775524139404297,-73.871284484863281;40.774105072021484,N
id2706298,2,2016-06-30 06:17:26,1,-73.994003295898437;40.751335144042969,-73.973403930664063;40.751918792724609,N
id0108597,2,2016-06-30 06:17:02,1,-73.959228515625;40.771881103515625,-73.783447265625;40.643718719482422,N
id1660724,1,2016-06-30 06:16:37,1,-73.985908508300781;40.741039276123047,-73.984565734863281;40.732898712158203,N
id2344742,2,2016-06-30 06:16:31,1,-73.953079223632812;40.791671752929687,-73.944526672363281;40.779621124267578,N
id1497277,1,2016-06-30 06:16:00,1,-74.002662658691406;40.73944091796875,-73.983177185058594;40.756645202636719,N
id1513564,1,2016-06-30 06:15:05,1,-73.981643676757813;40.767433166503906,-73.973419189453125;40.748157501220703,N
id3193161,2,2016-06-30 06:12:44,1,-73.986534118652344;40.739963531494141,-73.974288940429688;40.763336181640625,N
id0429375,2,2016-06-30 06:12:34,1,-73.966056823730469;40.764671325683594,-73.980270385742187;40.745048522949219,N
id0352272,2,2016-06-30 06:12:14,1,-73.99407958984375;40.751338958740234,-73.976470947265625;40.757270812988281,N
id1174459,2,2016-06-30 06:12:13,1,-73.958160400390625;40.769630432128906,-73.98162841796875;40.752277374267578,N
id1248589,1,2016-06-30 06:12:06,1,-73.990982055664063;40.749961853027344,-73.977226257324219;40.755332946777344,N
id2068267,2,2016-06-30 06:12:01,1,-73.950286865234375;40.786888122558594,-73.994621276855469;40.750080108642578,N
id2922733,1,2016-06-30 06:10:45,1,-73.981399536132812;40.733295440673828,-73.993789672851562;40.745296478271484,N
id1157752,2,2016-06-30 06:10:12,1,-73.991020202636719;40.751396179199219,-73.983222961425781;40.734718322753906,N
id1194327,1,2016-06-30 06:09:02,1,-73.990287780761719;40.754768371582031,-73.980461120605469;40.753383636474609,N
id3693124,1,2016-06-30 06:09:02,1,-73.781967163085938;40.644737243652344,-73.949859619140625;40.617069244384766,N
id1301346,1,2016-06-30 06:08:41,1,-73.977165222167969;40.7520751953125,-74.177047729492188;40.694904327392578,N
id2503288,2,2016-06-30 06:07:21,1,-73.9866943359375;40.768543243408203,-73.991615295410156;40.750221252441406,N
id2878538,1,2016-06-30 06:07:15,1,-73.972213745117188;40.757358551025391,-73.865768432617188;40.771041870117188,N
id3571182,2,2016-06-30 06:07:00,1,-73.985260009765625;40.778411865234375,-73.994598388671875;40.7506103515625,N
id0479697,1,2016-06-30 06:06:42,1,-73.93389892578125;40.751689910888672,-73.804351806640625;40.730461120605469,N
id2023532,2,2016-06-30 06:05:08,2,-74.008682250976562;40.738792419433594,-73.9835205078125;40.760433197021484,N
id1521955,2,2016-06-30 06:04:46,2,-73.993392944335938;40.752285003662109,-73.983894348144531;40.761775970458984,N
id1617983,1,2016-06-30 06:03:37,1,-73.972381591796875;40.763153076171875,-73.960723876953125;40.769817352294922,N
id0993879,2,2016-06-30 06:01:58,4,-73.978347778320312;40.741771697998047,-73.969581604003906;40.758010864257813,N
id1939165,2,2016-06-30 06:01:56,1,-73.986091613769531;40.740798950195313,-74.004302978515625;40.724910736083984,N
id2894342,1,2016-06-30 05:58:47,1,-73.97735595703125;40.751945495605469,-74.176948547363281;40.694698333740234,N
id0087570,1,2016-06-30 05:57:54,1,-74.007781982421875;40.705829620361328,-73.97943115234375;40.761222839355469,N
id0754864,1,2016-06-30 05:57:47,1,-74.00128173828125;40.741584777832031,-73.985786437988281;40.744209289550781,N
id0509807,1,2016-06-30 05:56:14,1,-73.987052917480469;40.761043548583984,-73.979766845703125;40.758087158203125,N
id0710353,1,2016-06-30 05:54:00,1,-73.989723205566406;40.757194519042969,-73.983222961425781;40.762897491455078,N
id0714916,1,2016-06-30 05:53:05,1,-73.951103210449219;40.785858154296875,-73.957740783691406;40.776569366455078,N
id1604523,2,2016-06-30 05:51:33,1,-73.946586608886719;40.776859283447266,-73.955757141113281;40.770278930664063,N
id1075079,2,2016-06-30 05:50:46,1,-73.991432189941406;40.729789733886719,-73.978759765625;40.7508544921875,N
id2838822,2,2016-06-30 05:49:41,1,-73.988639831542969;40.764862060546875,-73.99755859375;40.751781463623047,N
id0962233,2,2016-06-30 05:49:35,1,-73.983688354492187;40.75830078125,-73.948341369628906;40.774120330810547,N
id2571018,1,2016-06-30 05:49:24,2,-73.945625305175781;40.807899475097656,-73.951278686523438;40.820224761962891,N
id0028404,2,2016-06-30 05:48:01,1,-73.960098266601563;40.797931671142578,-73.961257934570313;40.774410247802734,N
id0248662,1,2016-06-30 05:45:08,1,-73.975730895996094;40.755718231201172,-73.968780517578125;40.756610870361328,N
id3430343,1,2016-06-30 05:43:57,1,-73.978897094726563;40.740840911865234,-73.978622436523437;40.741172790527344,N
id3750166,1,2016-06-30 05:43:16,1,-73.966438293457031;40.794612884521484,-73.865768432617188;40.771049499511719,N
id2382637,1,2016-06-30 05:39:20,1,-73.957450866699219;40.766006469726562,-73.974723815917969;40.755001068115234,N
id1039058,2,2016-06-30 05:39:18,1,-73.781936645507813;40.644588470458984,-73.992630004882813;40.758110046386719,N
id3341482,2,2016-06-30 05:38:57,2,-73.977775573730469;40.738143920898438,-73.864654541015625;40.770225524902344,N
id1005321,1,2016-06-30 05:38:08,1,-73.985191345214844;40.775119781494141,-73.98675537109375;40.762527465820312,N
id3103793,2,2016-06-30 05:38:06,1,-73.991592407226562;40.749473571777344,-74.004058837890625;40.725460052490234,N
id3915566,1,2016-06-30 05:37:32,1,-73.964668273925781;40.7918701171875,-73.990715026855469;40.745429992675781,N
id0777473,2,2016-06-30 05:33:02,2,-73.995010375976563;40.743759155273438,-73.979171752929688;40.752971649169922,N
id1147500,2,2016-06-30 05:32:27,1,-73.982017517089844;40.731193542480469,-74.006912231445313;40.728763580322266,N
id2542515,2,2016-06-30 05:32:02,1,-73.955078125;40.782997131347656,-73.951705932617188;40.787925720214844,N
id1389832,2,2016-06-30 05:28:52,6,-73.99591064453125;40.767265319824219,-73.927238464355469;40.861946105957031,N
id2424124,1,2016-06-30 05:27:20,1,-73.980331420898438;40.734348297119141,-73.998870849609375;40.763622283935547,N
id3936832,2,2016-06-30 05:25:37,4,-73.9937744140625;40.732841491699219,-73.980720520019531;40.756893157958984,N
id0664529,2,2016-06-30 05:20:09,1,-74.003288269042969;40.7481689453125,-73.987747192382813;40.749729156494141,N
id0456810,1,2016-06-30 05:19:25,1,-73.937355041503906;40.810390472412109,-73.935165405273437;40.800800323486328,N
id1307031,2,2016-06-30 05:18:23,2,-73.982322692871094;40.774360656738281,-73.980743408203125;40.764938354492188,N
id1433539,2,2016-06-30 05:14:15,3,-74.00811767578125;40.737628936767578,-73.974739074707031;40.756351470947266,N
id2083996,2,2016-06-30 05:12:58,1,-73.988197326660156;40.737770080566406,-74.010017395019531;40.721179962158203,N
id1875888,1,2016-06-30 05:10:39,1,-73.992362976074219;40.730506896972656,-74.007720947265625;40.740867614746094,N
id2048086,2,2016-06-30 05:09:24,1,-73.98248291015625;40.762847900390625,-73.789520263671875;40.647041320800781,N
id1493253,2,2016-06-30 05:08:49,5,-73.969886779785156;40.753208160400391,-73.784400939941406;40.643379211425781,N
id2786755,2,2016-06-30 05:01:19,5,-74.008270263671875;40.705146789550781,-73.87078857421875;40.773941040039063,N
id3177021,1,2016-06-30 04:58:21,1,-73.99456787109375;40.724781036376953,-74.00140380859375;40.687835693359375,N
id1179466,1,2016-06-30 04:56:39,1,-73.952728271484375;40.741321563720703,-73.777816772460938;40.644821166992188,N
id1494337,1,2016-06-30 04:53:56,1,-74.004058837890625;40.743019104003906,-73.978324890136719;40.749088287353516,N
id1665932,1,2016-06-30 04:50:05,1,-73.992408752441406;40.748805999755859,-73.919815063476562;40.775402069091797,N
id1070787,2,2016-06-30 04:49:07,1,-74.005142211914062;40.729400634765625,-74.004928588867188;40.721450805664063,N
id2979850,1,2016-06-30 04:48:54,1,-73.991897583007812;40.721889495849609,-73.99359130859375;40.746616363525391,N
id2187082,2,2016-06-30 04:47:55,1,-73.97796630859375;40.745899200439453,-73.872711181640625;40.774448394775391,N
id2845525,1,2016-06-30 04:45:53,1,-74.00384521484375;40.738384246826172,-73.985313415527344;40.741725921630859,N
id1092347,2,2016-06-30 04:45:39,1,-73.987327575683594;40.753875732421875,-73.960380554199219;40.659523010253906,N
id0837734,2,2016-06-30 04:45:19,2,-73.934051513671875;40.797828674316406,-73.879501342773438;40.805839538574219,N
id3947347,2,2016-06-30 04:41:36,1,-73.95098876953125;40.779018402099609,-73.921760559082031;40.743358612060547,N
id3934393,2,2016-06-30 04:37:50,1,-73.998497009277344;40.745189666748047,-73.872566223144531;40.774009704589844,N
id1074476,2,2016-06-30 04:36:37,1,-73.970809936523438;40.751651763916016,-73.995361328125;40.759605407714844,N
id3102554,1,2016-06-30 04:35:20,3,-74.007949829101563;40.714981079101562,-73.938690185546875;40.823135375976562,N
id3513456,2,2016-06-30 04:29:22,1,-74.004203796386719;40.742031097412109,-74.181571960449219;40.687755584716797,N
id1721387,1,2016-06-30 04:28:16,3,-73.985122680664062;40.758743286132813,-74.181304931640625;40.687801361083984,N
id3482232,1,2016-06-30 04:28:03,1,-73.9822998046875;40.764820098876953,-73.871307373046875;40.77410888671875,N
id2640837,2,2016-06-30 04:25:33,1,-73.957366943359375;40.71820068359375,-73.906181335449219;40.693748474121094,N
id2330091,1,2016-06-30 04:23:53,1,-74.006805419921875;40.744029998779297,-73.913009643554687;40.689212799072266,N
id1353890,2,2016-06-30 04:17:29,1,-73.98345947265625;40.731788635253906,-74.177391052246094;40.690788269042969,N
id2723530,2,2016-06-30 04:15:28,1,-73.990020751953125;40.756950378417969,-73.983123779296875;40.778369903564453,N
id3027711,1,2016-06-30 04:13:44,2,-73.989974975585937;40.757198333740234,-73.953704833984375;40.813758850097656,N
id3008227,1,2016-06-30 04:13:07,2,-73.947624206542969;40.783653259277344,-73.942306518554687;40.760356903076172,N
id0701054,1,2016-06-30 04:12:06,1,-73.964004516601563;40.761051177978516,-73.978294372558594;40.747127532958984,N
id3914541,2,2016-06-30 04:08:50,5,-73.982353210449219;40.776340484619141,-73.990867614746094;40.746101379394531,N
id3885521,2,2016-06-30 04:07:42,6,-73.971694946289063;40.756465911865234,-73.872184753417969;40.774478912353516,N
id1879714,1,2016-06-30 04:06:52,1,-73.968605041503906;40.754779815673828,-73.93902587890625;40.827117919921875,N
id1526565,2,2016-06-30 04:05:58,1,-73.98309326171875;40.762378692626953,-74.004852294921875;40.718849182128906,N
id2659043,2,2016-06-30 04:04:31,1,-73.974517822265625;40.732830047607422,-73.931976318359375;40.795299530029297,N
id3142973,2,2016-06-30 03:56:34,2,-73.978408813476563;40.766460418701172,-73.983451843261719;40.767921447753906,N
id0786192,1,2016-06-30 03:55:04,1,-74.007804870605469;40.740230560302734,-73.950721740722656;40.771259307861328,N
id3598413,2,2016-06-30 03:51:49,6,-73.991729736328125;40.722049713134766,-73.977310180664063;40.763149261474609,N
id2335536,1,2016-06-30 03:48:34,1,-74.001556396484375;40.741123199462891,-73.983474731445313;40.764381408691406,N
id0898017,2,2016-06-30 03:46:46,1,-73.945968627929688;40.711521148681641,-73.922508239746094;40.708061218261719,N
id3499603,1,2016-06-30 03:44:45,1,-73.991256713867188;40.719333648681641,-73.946945190429688;40.716640472412109,N
id3573298,1,2016-06-30 03:39:49,1,-73.991127014160156;40.755550384521484,-73.916824340820312;40.702857971191406,N
id2000559,2,2016-06-30 03:37:13,2,-73.978118896484375;40.745620727539063,-73.890609741210937;40.746311187744141,N
id0300600,2,2016-06-30 03:35:20,3,-74.00897216796875;40.715900421142578,-73.8721923828125;40.774501800537109,N
id3454022,1,2016-06-30 03:35:10,1,-74.000114440917969;40.737876892089844,-73.983848571777344;40.730037689208984,N
id2716252,2,2016-06-30 03:33:37,2,-74.002670288085937;40.749919891357422,-73.980766296386719;40.779949188232422,N
id2255274,2,2016-06-30 03:32:01,1,-74.000007629394531;40.73876953125,-73.972312927246094;40.793128967285156,N
id2612503,2,2016-06-30 03:24:03,2,-73.988113403320313;40.718410491943359,-73.880218505859375;40.7481689453125,N
id2533503,1,2016-06-30 03:23:22,2,-73.97607421875;40.77618408203125,-73.906089782714844;40.755073547363281,N
id2371736,2,2016-06-30 03:21:20,2,-73.942222595214844;40.832740783691406,-73.90325927734375;40.818988800048828,N
id0635343,2,2016-06-30 03:21:01,1,-74.004302978515625;40.742488861083984,-74.01654052734375;40.710990905761719,N
id1736731,1,2016-06-30 03:20:26,1,-74.009002685546875;40.713569641113281,-73.991416931152344;40.763603210449219,Y
id0747556,1,2016-06-30 03:17:06,1,-73.969383239746094;40.757724761962891,-73.931991577148437;40.763519287109375,N
id3920602,1,2016-06-30 03:16:03,1,-73.985267639160156;40.763393402099609,-73.923606872558594;40.743465423583984,N
id1110714,1,2016-06-30 03:15:58,1,-73.990837097167969;40.739490509033203,-73.98504638671875;40.732082366943359,N
id0116720,1,2016-06-30 03:14:59,1,-73.981147766113281;40.729282379150391,-73.982872009277344;40.724899291992187,N
id1982643,2,2016-06-30 03:13:11,1,-73.97808837890625;40.745918273925781,-73.986312866210938;40.734432220458984,N
id1460257,2,2016-06-30 03:12:48,1,-73.986442565917969;40.746200561523438,-73.992698669433594;40.756591796875,N
id1995355,1,2016-06-30 03:10:08,2,-73.9451904296875;40.751560211181641,-73.945396423339844;40.751533508300781,N
id1127290,2,2016-06-30 03:06:58,1,-73.931465148925781;40.765125274658203,-73.912940979003906;40.781120300292969,N
id0061542,1,2016-06-30 03:05:30,1,-74.005424499511719;40.7369384765625,-73.997322082519531;40.721839904785156,N
id3774819,2,2016-06-30 03:05:08,3,-73.9903564453125;40.760738372802734,-73.94384765625;40.796279907226563,N
id1940974,2,2016-06-30 03:03:28,2,-73.986213684082031;40.755870819091797,-73.956687927246094;40.746009826660156,N
id3575840,2,2016-06-30 03:01:07,1,-73.978279113769531;40.761890411376953,-73.918838500976562;40.737617492675781,N
id0674031,2,2016-06-30 03:00:03,1,-74.004959106445312;40.723438262939453,-73.981193542480469;40.737899780273438,N
id0111462,2,2016-06-30 02:58:53,1,-73.971969604492187;40.794368743896484,-73.942802429199219;40.787380218505859,N
id2010691,1,2016-06-30 02:58:39,1,-74.001457214355469;40.746688842773438,-73.971359252929688;40.750747680664062,N
id1960743,2,2016-06-30 02:57:19,1,-73.992012023925781;40.721885681152344,-73.998100280761719;40.739704132080078,N
id0019143,2,2016-06-30 02:57:02,1,-73.970657348632813;40.793590545654297,-73.942596435546875;40.790721893310547,N
id3905393,2,2016-06-30 02:54:11,6,-73.998382568359375;40.740203857421875,-73.954780578613281;40.692237854003906,N
id3329850,2,2016-06-30 02:52:48,2,-73.967872619628906;40.762771606445313,-74.002372741699219;40.733261108398437,N
id1399786,2,2016-06-30 02:51:24,1,-73.978202819824219;40.757118225097656,-73.983123779296875;40.747730255126953,N
id0375038,1,2016-06-30 02:51:18,1,-73.988807678222656;40.727054595947266,-73.945632934570312;40.717273712158203,N
id0915156,2,2016-06-30 02:51:03,1,-73.994468688964844;40.750881195068359,-73.98040771484375;40.76544189453125,N
id1121252,1,2016-06-30 02:45:08,1,-74.000595092773438;40.742485046386719,-73.982261657714844;40.767337799072266,N
id1046932,1,2016-06-30 02:43:46,1,-73.97833251953125;40.782852172851563,-73.983741760253906;40.76788330078125,N
id1965236,2,2016-06-30 02:43:19,1,-73.985275268554688;40.741523742675781,-74.18170166015625;40.687778472900391,N
id0658975,1,2016-06-30 02:43:16,1,-73.983436584472656;40.725978851318359,-73.938194274902344;40.792156219482422,N
id0609615,2,2016-06-30 02:38:28,2,-73.993873596191406;40.741680145263672,-74.004409790039063;40.730800628662109,N
id1189985,1,2016-06-30 02:36:20,1,-73.988151550292969;40.718666076660156,-73.950828552246094;40.663349151611328,N
id0465342,1,2016-06-30 02:35:24,3,-74.006660461425781;40.744190216064453,-73.949134826660156;40.779281616210938,N
id0952969,1,2016-06-30 02:31:48,1,-73.992095947265625;40.749233245849609,-73.979629516601563;40.739509582519531,N
id0808633,1,2016-06-30 02:30:59,1,-73.984130859375;40.725090026855469,-74.00714111328125;40.706996917724609,N
id3735974,2,2016-06-30 02:25:57,5,-74.005096435546875;40.751750946044922,-74.003791809082031;40.729949951171875,N
id3670736,2,2016-06-30 02:24:06,1,-73.986297607421875;40.76702880859375,-73.908798217773438;40.713981628417969,N
id2094568,1,2016-06-30 02:22:39,1,-73.984169006347656;40.764942169189453,-73.986557006835938;40.747074127197266,N
id2373875,1,2016-06-30 02:22:12,1,-73.968505859375;40.761711120605469,-73.979598999023437;40.746475219726563,N
id3747925,1,2016-06-30 02:21:07,1,-73.981727600097656;40.74957275390625,-73.938217163085938;40.796424865722656,N
id0424947,1,2016-06-30 02:18:13,1,-73.989860534667969;40.756076812744141,-74.017196655273438;40.710922241210938,N
id1335721,2,2016-06-30 02:18:08,5,-73.961700439453125;40.760288238525391,-73.985977172851562;40.740131378173828,N
id0721568,1,2016-06-30 02:17:25,1,-73.979904174804688;40.760768890380859,-73.927742004394531;40.745246887207031,N
id0400799,2,2016-06-30 02:16:44,5,-73.981918334960938;40.728279113769531,-73.989540100097656;40.720569610595703,N
id1561292,1,2016-06-30 02:13:07,1,-74.00738525390625;40.740856170654297,-73.925773620605469;40.758792877197266,N
id2284541,1,2016-06-30 02:10:54,1,-73.968521118164062;40.798938751220703,-73.956581115722656;40.803260803222656,N
id1946811,1,2016-06-30 02:10:50,2,-73.989768981933594;40.729759216308594,-73.90374755859375;40.745452880859375,N
id2627261,1,2016-06-30 02:10:19,1,-73.862457275390625;40.729808807373047,-73.854598999023438;40.683246612548828,N
id0517526,1,2016-06-30 02:08:27,1,-74.002220153808594;40.733509063720703,-73.986030578613281;40.776668548583984,N
id3523090,1,2016-06-30 02:07:56,1,-73.993179321289063;40.719394683837891,-73.953628540039063;40.728713989257812,N
id2987775,1,2016-06-30 02:05:22,1,-73.974822998046875;40.759624481201172,-73.955757141113281;40.681911468505859,N
id3121209,2,2016-06-30 02:04:29,1,-73.964851379394531;40.683101654052734,-73.978752136230469;40.633159637451172,N
id0533933,2,2016-06-30 02:03:36,1,-73.987655639648438;40.724342346191406,-73.967277526855469;40.756568908691406,N
id3661373,1,2016-06-30 02:02:31,2,-73.977310180664063;40.749637603759766,-73.987602233886719;40.721504211425781,N
id3238356,2,2016-06-30 01:59:47,6,-73.991958618164063;40.72650146484375,-73.980819702148437;40.744686126708984,N
id2302728,1,2016-06-30 01:58:04,1,-74.003875732421875;40.725666046142578,-73.983070373535156;40.756301879882813,N
id0812056,2,2016-06-30 01:56:39,1,-73.9652099609375;40.759010314941406,-73.900909423828125;40.878501892089844,N
id0599477,2,2016-06-30 01:56:04,1,-73.983192443847656;40.761501312255859,-73.954757690429688;40.77783203125,N
id1708257,2,2016-06-30 01:55:57,5,-74.007347106933594;40.741191864013672,-74.004898071289063;40.748180389404297,N
id3265340,2,2016-06-30 01:54:07,1,-73.911422729492188;40.699539184570313,-73.938461303710938;40.757190704345703,N
id0482509,2,2016-06-30 01:53:50,1,-73.995277404785156;40.717449188232422,-73.967201232910156;40.763591766357422,N
id0236134,1,2016-06-30 01:52:38,1,-73.979949951171875;40.746303558349609,-73.982620239257813;40.756439208984375,N
id0542809,2,2016-06-30 01:52:34,1,-74.008270263671875;40.736309051513672,-73.97747802734375;40.753890991210937,N
id2068306,1,2016-06-30 01:51:57,1,-73.994613647460938;40.750606536865234,-73.955680847167969;40.7286376953125,N
id2159415,2,2016-06-30 01:49:56,2,-73.998519897460938;40.760688781738281,-73.921463012695313;40.686569213867188,N
id0666110,2,2016-06-30 01:48:52,1,-74.001426696777344;40.730918884277344,-73.913780212402344;40.775012969970703,N
id3137167,2,2016-06-30 01:47:23,1,-73.999160766601563;40.731601715087891,-74.003387451171875;40.72705078125,N
id3448339,2,2016-06-30 01:47:19,5,-73.98779296875;40.749870300292969,-73.928138732910156;40.761318206787109,N
id3689198,1,2016-06-30 01:46:58,1,-73.984161376953125;40.749256134033203,-73.990867614746094;40.734428405761719,N
id1645810,1,2016-06-30 01:40:36,1,-73.995124816894531;40.739810943603516,-73.978248596191406;40.726047515869141,N
id2366695,1,2016-06-30 01:39:46,4,-74.002647399902344;40.74993896484375,-74.003913879394531;40.741996765136719,N
id2326096,1,2016-06-30 01:39:07,1,-74.000724792480469;40.730621337890625,-73.995750427246094;40.759220123291016,N
id3355937,2,2016-06-30 01:37:00,1,-73.979972839355469;40.784191131591797,-73.987007141113281;40.776569366455078,N
id2867570,2,2016-06-30 01:36:43,2,-73.987548828125;40.764511108398438,-73.908988952636719;40.757488250732422,N
id0275595,2,2016-06-30 01:34:34,3,-73.9925537109375;40.748611450195313,-74.002983093261719;40.718059539794922,N
id2312731,2,2016-06-30 01:33:59,2,-73.994407653808594;40.741020202636719,-73.944351196289063;40.808998107910156,N
id2383632,2,2016-06-30 01:33:52,6,-74.007827758789063;40.741111755371094,-73.976516723632813;40.765609741210938,N
id3432390,1,2016-06-30 01:32:01,2,-73.997352600097656;40.722415924072266,-73.98345947265625;40.726825714111328,N
id1509167,2,2016-06-30 01:30:22,2,-74.005767822265625;40.736431121826172,-73.917953491210938;40.867378234863281,N
id0380619,2,2016-06-30 01:29:47,1,-73.986518859863281;40.731250762939453,-73.996269226074219;40.719539642333984,N
id0491734,2,2016-06-30 01:29:33,1,-74.008956909179687;40.710971832275391,-73.941963195800781;40.842971801757813,N
id2697486,1,2016-06-30 01:28:42,1,-74.004791259765625;40.723705291748047,-73.982398986816406;40.755538940429688,N
id1999113,1,2016-06-30 01:26:54,1,-74.000289916992188;40.737602233886719,-74.000816345214844;40.687152862548828,N
id3253720,2,2016-06-30 01:25:54,2,-73.993606567382812;40.756950378417969,-74.003028869628906;40.744228363037109,N
id0092151,2,2016-06-30 01:24:04,1,-73.977012634277344;40.747108459472656,-73.960533142089844;40.761619567871094,N
id3634638,1,2016-06-30 01:22:06,1,-74.012130737304688;40.7071533203125,-73.95147705078125;40.652614593505859,N
id2241190,2,2016-06-30 01:21:29,1,-73.993927001953125;40.75115966796875,-73.993179321289063;40.734920501708984,N
id3044412,1,2016-06-30 01:20:56,1,-73.98358154296875;40.760799407958984,-73.998649597167969;40.727066040039063,N
id0536788,2,2016-06-30 01:20:06,1,-74.008872985839844;40.704231262207031,-73.833633422851563;40.691810607910156,N
id2275260,2,2016-06-30 01:19:09,1,-73.989875793457031;40.668876647949219,-73.943695068359375;40.682163238525391,N
id1654020,1,2016-06-30 01:17:16,1,-73.997856140136719;40.744899749755859,-73.989410400390625;40.757770538330078,N
id3346746,2,2016-06-30 01:15:53,1,-74.002601623535156;40.749870300292969,-73.971458435058594;40.754798889160156,N
id0139868,2,2016-06-30 01:14:43,1,-73.960227966308594;40.76947021484375,-73.95953369140625;40.760158538818359,N
id1475726,2,2016-06-30 01:13:20,6,-73.91943359375;40.758380889892578,-73.923797607421875;40.767131805419922,N
id3674140,2,2016-06-30 01:13:13,1,-73.869873046875;40.772548675537109,-73.869873046875;40.772548675537109,N
id3608779,1,2016-06-30 01:12:58,2,-74.002555847167969;40.750057220458984,-73.988189697265625;40.764717102050781,N
id2189240,2,2016-06-30 01:12:15,1,-74.008171081542969;40.741230010986328,-74.00140380859375;40.738338470458984,N
id2137486,2,2016-06-30 01:11:34,2,-73.985725402832031;40.747058868408203,-74.007110595703125;40.739921569824219,N
id2837938,2,2016-06-30 01:11:15,1,-73.96343994140625;40.758430480957031,-73.950027465820312;40.805549621582031,N
id2845401,2,2016-06-30 01:09:08,2,-73.99139404296875;40.750213623046875,-73.951148986816406;40.664695739746094,N
